           1           2  0.3525161      0.6669145    
           2           3  0.9630555      0.8382882    
           3           5  0.7958636      0.8326931    
           4           8  0.7009789      0.7345526    
           5           9  0.3001758      4.9717721E-02
           6          12  0.5588210      0.9264517    
           7          16  0.9945745      0.7782503    
           8          18  0.9947433      0.7536924    
           9          20  0.5390184      0.4800633    
          10          23  0.7670679      0.4448168    
          11          24  0.7095050      0.7945260    
          12          25  0.4387013      0.2087533    
          13          26  0.7311121      0.6657310    
          14          28  0.3082515      0.2629889    
          15          29  0.7522959      0.5497946    
          16          30  0.6367239      0.6310104    
          17          31  0.4947841      0.4706950    
          18          35  0.3143427      0.5533030    
          19          40  0.5232224      0.8096839    
          20          42  0.7028152      0.7460327    
          21          44  0.6549743      0.9354450    
          22          46  0.4298007      0.3171156    
          23          49  0.5377909      0.5648708    
          24          50  0.3697166      0.4880913    
          25          52  0.6390630      0.4777809    
          26          53  0.7465966      0.6608130    
          27          54  0.9748721      0.8892629    
          28          55  0.7838956      0.9777746    
          29          57  0.2376936      0.2834814    
          30          59  0.6763431      0.5480947    
          31          60  0.2565342      0.1721693    
          32          61  0.8438470      0.8668204    
          33          62  0.4559925      0.6078689    
          34          65  0.2566722      0.2946954    
          35          66  0.3789070      0.1548104    
          36          67  0.8683998      0.9624254    
          37          70  0.6016344      0.7366422    
          38          72  0.9779109      0.7734580    
          39          74  0.6326688      0.8092992    
          40          76  0.6586968      0.3769275    
          41          77  0.8175066      0.5448292    
          42          78  0.9822213      0.9290161    
          43          81  0.1049940      0.1637335    
          44          82  0.5185676      0.2091684    
          45          83  0.2673674      6.9460340E-02
          46          86  0.7193360      0.5404550    
          47          89  0.3575116      0.2218520    
          48          91  0.9552382      0.8658447    
          49          94  0.3894488      0.5431175    
          50          95  0.7260311      0.9028746    
          51          96  0.3304867      0.1538122    
          52          97  0.8302961      0.6181228    
          53          99  0.7390885      0.6018003    
          54         103  0.6451143      0.5037796    
          55         104  0.6159491      0.5597744    
          56         106  0.2096077      0.1319447    
          57         110  0.3481405      0.6141816    
          58         112  0.4014066      0.5446133    
          59         115  0.5354565      0.4542292    
          60         117  0.2929073      0.2024058    
          61         118  0.6340665      0.3297747    
          62         121  0.9707414      0.8120700    
          63         122  0.1592209      0.2003273    
          64         124  0.7925395      0.9336818    
          65         126  0.4631230      0.3009745    
          66         127  0.4111296      0.5694258    
          67         128  0.8799947      0.8871261    
          68         130  0.5154175      0.5698134    
          69         131  0.4639606      0.6347640    
          70         132  0.5891279      0.6439180    
          71         133  0.3500535      0.5568371    
          72         134  0.7674269      0.6644922    
          73         139  0.4142372      5.4728411E-02
          74         143  0.5981329      0.7388975    
          75         145  0.3640443      0.3077685    
          76         147  0.4109869      0.2104347    
          77         150  0.3491499      0.2699094    
          78         151  0.9740744      0.9438709    
          79         154  0.5301331      0.5660117    
          80         155  0.1121303      0.1000897    
          81         156  0.4565814      0.6660248    
          82         158  0.8639454      0.7342448    
