           1  0.4123585       33412.41    
           2  0.8269147       41998.24    
           3  0.7133914       41717.93    
           4  0.6489646       36801.08    
           5  0.3768194       2490.858    
           6  0.5524395       46415.23    
           7  0.8483161       38990.34    
           8  0.8484307       37759.99    
           9  0.5389935       24051.17    
          10  0.6938391       22285.32    
          11  0.6547539       39805.75    
          12  0.4708782       10458.54    
          13  0.6694251       33353.12    
          14  0.3823028       13175.74    
          15  0.6838089       27544.71    
          16  0.6053355       31613.62    
          17  0.5089584       23581.82    
          18  0.3864387       27720.48    
          19  0.5282680       40565.16    
          20  0.6502115       37376.23    
          21  0.6177276       46865.80    
          22  0.4648347       15887.49    
          23  0.5381600       28300.03    
          24  0.4240376       24453.38    
          25  0.6069238       23936.82    
          26  0.6799391       33106.73    
          27  0.8349381       44552.07    
          28  0.7052651       48986.51    
          29  0.3343940       14202.42    
          30  0.6322370       27459.54    
          31  0.3471867       8625.683    
          32  0.7459721       43427.70    
          33  0.4826189       30454.23    
          34  0.3472804       14764.24    
          35  0.4302778       7756.003    
          36  0.7626435       48217.51    
          37  0.5815098       36905.77    
          38  0.8370015       38750.25    
          39  0.6025821       40545.89    
          40  0.6202552       18884.07    
          41  0.7280869       27295.95    
          42  0.8399283       46543.70    
          43  0.2442909       8203.046    
          44  0.5251074       10479.34    
          45  0.3545425       3479.963    
          46  0.6614291       27076.80    
          47  0.4157504       11114.79    
          48  0.8216068       43378.82    
          49  0.4374357       27210.19    
          50  0.6659752       45234.02    
          51  0.3974004       7705.991    
          52  0.7367710       30967.95    
          53  0.6748411       30150.19    
          54  0.6110326       25239.36    
          55  0.5912294       28044.70    
          56  0.3153237       6610.427    
          57  0.4093874       30770.50    
          58  0.4455551       27285.13    
          59  0.5365750       22756.88    
          60  0.3718840       10140.53    
          61  0.6035312       16521.71    
          62  0.8321334       40684.71    
          63  0.2811110       10036.40    
          64  0.7111343       46777.46    
          65  0.4874605       15078.82    
          66  0.4521570       28528.23    
          67  0.7705164       44445.02    
          68  0.5229685       28547.65    
          69  0.4880292       31801.68    
          70  0.5730178       32260.29    
          71  0.4106863       27897.54    
          72  0.6940829       33291.06    
          73  0.4542671       2741.893    
          74  0.5791323       37018.77    
          75  0.4201861       15419.20    
          76  0.4520601       10542.78    
          77  0.4100728       13522.46    
          78  0.8343965       47287.93    
          79  0.5329604       28357.19    
          80  0.2491365       5014.493    
          81  0.4830187       33367.84    
          82  0.7596189       36785.66    
          83  0.4848150       18527.89    
          84  0.3271120       2177.148    
          85  0.7626763       38669.38    
          86  0.5782260       46282.13    
          87  0.2748872       1705.701    
          88  0.3997403       5660.483    
          89  0.3649769       22206.50    
          90  0.2729758       3209.768    
          91  0.7784017       28129.24    
          92  0.4528840       37136.57    
          93  0.5051981       18652.41    
          94  0.6714566       32016.23    
          95  0.5753864       42432.04    
          96  0.5506080       34815.54    
          97  0.7747128       46697.08    
          98  0.6432273       27956.32    
          99  0.7150041       33659.05    
         100  0.5506501       17486.70    
         101  0.4139749       10748.82    
         102  0.3228954       9344.234    
         103  0.3277293       18073.49    
         104  0.6472042       20196.65    
         105  0.4724372       17189.54    
         106  0.7351072       38191.42    
         107  0.6243557       44019.53    
         108  0.7464697       49481.03    
         109  0.6178014       42602.45    
         110  0.7864015       42402.36    
         111  0.2660208       9654.127    
         112  0.2825266       845.3900    
         113  0.6049754       44278.07    
         114  0.7479094       31377.58    
         115  0.3778929       6201.929    
         116  0.2850947       13899.14    
         117  0.5482854       29623.47    
         118  0.6928231       42588.61    
         119  0.6031431       28819.01    
         120  0.4798458       22931.96    
         121  0.7926403       29891.47    
         122  0.5093563       30322.19    
         123  0.2129525       4961.886    
         124  0.3619942       17421.47    
         125  0.2974133       15333.72    
         126  0.7615567       28666.58    
         127  0.4256873       7005.286    
         128  0.4919216       14976.87    
         129  0.7747880       36259.16    
         130  0.2878290       16671.64    
         131  0.6205446       27020.68    
         132  0.7982146       48452.38    
         133  0.5398208       36826.56    
         134  0.5602692       36764.60    
         135  0.7075626       24786.46    
         136  0.4370216       19869.83    
         137  0.4345579       22880.90    
         138  0.7020229       37712.29    
         139  0.6174622       33706.03    
         140  0.5753122       19352.34    
         141  0.5610554       26056.14    
         142  0.6938022       42632.37    
         143  0.3823872       13211.43    
         144  0.5415633       11529.14    
         145  0.6603421       48356.07    
         146  0.5860649       28710.53    
         147  0.6095451       39431.98    
         148  0.5393664       36460.89    
         149  0.5615571       24899.56    
         150  0.7782663       39185.00    
         151  0.5226061       31327.60    
         152  0.3618871       19397.19    
         153  0.5785460       32458.88    
         154  0.6108846       21448.07    
         155  0.7015024       42130.61    
         156  0.6038593       25666.16    
         157  0.8336743       38906.72    
         158  0.7937533       49401.21    
         159  0.4766072       37528.34    
         160  0.4094082       28942.76    
         161  0.6436514       30450.86    
         162  0.5319504       33120.86    
         163  0.5251755       29955.54    
         164  0.3376936       28239.86    
         165  0.8417497       33908.12    
         166  0.7129628       48766.48    
         167  0.5006691       27710.64    
         168  0.5198808       26958.88    
         169  0.4385937       17925.72    
         170  0.7388948       36714.96    
         171  0.6738091       47544.09    
         172  0.6524830       42370.30    
         173  0.2553343       10136.92    
         174  0.7604406       42609.51    
         175  0.4180385       3032.037    
         176  0.3277482       1420.009    
         177  0.2098464       1571.440    
         178  0.5213937       28746.57    
         179  0.5414499       37175.11    
         180  0.4348297       28509.50    
         181  0.3674694       757.7974    
         182  0.2167513       1128.390    
         183  0.8480057       31992.67    
         184  0.5059156       34985.88    
         185  0.4489214       31719.82    
         186  0.4179483       29413.07    
         187  0.6527132       32171.64    
         188  0.5777867       22799.79    
         189  0.7070240       49884.60    
         190  0.5826612       14953.27    
         191  0.8293811       35728.48    
         192  0.3450727       5417.787    
         193  0.4365989       38333.20    
         194  0.2433544       563.3999    
         195  0.8437152       34186.20    
         196  0.3917383       15485.64    
         197  0.5067989       9149.477    
         198  0.5276029       27108.27    
         199  0.5222744       30121.24    
         200  0.3691100       4385.748    
         201  0.6212019       24995.76    
         202  0.5210910       34532.56    
         203  0.4481966       1730.603    
         204  0.5583232       40555.26    
         205  0.7345008       27006.57    
         206  0.8082613       47382.22    
         207  0.7902316       41024.95    
         208  0.6832010       45246.30    
         209  0.4171705       20606.14    
         210  0.6868261       38641.61    
         211  0.6288081       22839.36    
         212  0.4013504       12368.49    
         213  0.8284848       33486.30    
         214  0.5473397       16506.85    
         215  0.4937346       7841.003    
         216  0.4960342       19541.82    
         217  0.8415908       41181.40    
         218  0.5164992       39157.49    
         219  0.2655711       3598.714    
         220  0.4258818       18019.96    
         221  0.5473958       20118.64    
         222  0.8266474       33438.74    
         223  0.5084622       34551.80    
         224  0.3917215       25339.61    
         225  0.6156328       22772.21    
         226  0.3786044       13900.19    
         227  0.8330331       45303.75    
         228  0.2198004       2818.534    
         229  0.7444257       25523.16    
         230  0.7654673       39902.43    
         231  0.5971088       40244.64    
         232  0.5351310       19096.84    
         233  0.3233023       3948.362    
         234  0.3939688       17524.19    
         235  0.6313153       42035.27    
         236  0.7111765       36794.07    
         237  0.4227251       8239.698    
         238  0.4425172       38460.11    
         239  0.7798488       33236.76    
         240  0.4656696       3022.722    
         241  0.6059345       31360.71    
         242  0.2674445       11582.22    
         243  0.2835261       1426.716    
         244  0.4387738       34506.36    
         245  0.5314201       34149.44    
         246  0.4090766       26180.95    
         247  0.3401617       19831.62    
         248  0.8291906       46473.26    
         249  0.6194838       30116.11    
         250  0.6956615       33265.74    
         251  0.3458855       28928.44    
         252  0.7818562       35313.30    
         253  0.6289171       28267.40    
         254  0.6623075       31744.47    
         255  0.3986444       18.44987    
         256  0.5133584       20738.92    
         257  0.6000106       22716.56    
         258  0.7238723       33560.82    
         259  0.7209957       28980.76    
         260  0.8173331       37504.08    
         261  0.3843746       4655.940    
         262  0.6768338       21276.48    
         263  0.7234888       29030.39    
         264  0.6733090       27717.45    
         265  0.7103028       32407.77    
         266  0.4439478       9572.292    
         267  0.7385911       26136.03    
